Circonscription,province,parti,Date de début,Date de fin,nom,genre,legislature,urlPhoto
York-Sud—Weston,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Ahmed Hussen,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HussenAhmedD_Lib.jpg
Alfred-Pellan,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Angelo Iacono,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/IaconoAngelo_Lib.jpg
Edmonton Riverbend,Alberta,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Matt Jeneroux,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MihychukMaryAnn_Lib.jpg
Courtenay—Alberni,Colombie-Britannique,NPD,2015-10-19 00:00:00,2019-10-20 23:59:59,Gord Johns,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JohnsGord_NDP.jpg
Richmond Hill,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Majid Jowhari,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JowhariMajid_Lib.jpg
New Westminster—Burnaby,Colombie-Britannique,NPD,2015-10-19 00:00:00,2019-10-20 23:59:59,Peter Julian,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FragiskatosPeter_Lib.jpg
Calgary Skyview,Alberta,Ind.,2015-10-19 00:00:00,2019-10-20 23:59:59,Darshan Singh Kang,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/KangDarshanSingh_Lib.jpg
Calgary Rocky Ridge,Alberta,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Pat Kelly,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/FinniganPat_Lib.jpg
Calgary Midnapore,Alberta,PCC,2015-10-19 00:00:00,2016-09-23 23:59:59,Jason Kenney,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/KenneyJason_CPC.jpg
Thornhill,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Peter Kent,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JulianPeter_NDP.jpg
Souris—Moose Mountain,Saskatchewan,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Robert Kitchen,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MorrisseyRobertJ._Lib.jpg
Calgary Shepard,Alberta,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Tom Kmiec,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KmiecTom_CPC.jpg
Edmonton—Wetaskiwin,Alberta,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Mike Lake,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BossioMike_Lib.jpg
LaSalle—Émard—Verdun,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,David Lametti,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LamettiDavid_Lib.jpg
Winnipeg-Nord,Manitoba,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Kevin Lamoureux,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LamoureuxKevin_Lib.jpg
Stormont—Dundas—South Glengarry,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Guy Lauzon,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/LauzonGuy_CPC.jpg
Argenteuil—La Petite-Nation,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Stéphane Lauzon,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KusieStephanie_CPC.jpg
Lac-Saint-Jean,Québec,PCC,2015-10-19 00:00:00,2017-08-09 10:35:32,Denis Lebel,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/LebelDenis_CPC.jpg
Beauséjour,Provinces maritimes,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Dominic LeBlanc,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LeblancDominic_Lib.jpg
Sudbury,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Paul Lefebvre,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChiangPaul_Lib.jpg
Chicoutimi—Le Fjord,Québec,PLC,2015-10-19 00:00:00,2017-12-01 23:59:00,Denis Lemieux,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/LemieuxDenis_Lib.jpg
Orléans,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Andrew Leslie,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/LeslieAndrew_Lib.jpg
York-Centre,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Michael Levitt,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChongMichaelD_CPC.jpg
Calgary Signal Hill,Alberta,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Ron Liepert,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McKinnonRon_Lib.jpg
Louis-Hébert,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Joël Lightbound,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LightboundJoël_Lib.jpg
Sturgeon River—Parkland,Alberta,PCC,2017-10-23 00:00:00,2019-10-20 23:59:59,Dane Lloyd,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LloydDane_CPC.jpg
Huron—Bruce,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Ben Lobb,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LobbBen_CPC.jpg
Saint John—Rothesay,Provinces maritimes,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Wayne Long,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LongWayne_Lib.jpg
Guelph,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Lloyd Longfield,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LongfieldLloyd_Lib.jpg
Moose Jaw—Lake Centre—Lanigan,Saskatchewan,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Tom Lukiwski,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LukiwskiTom_CPC.jpg
Cardigan,Provinces maritimes,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Lawrence MacAulay,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacAulayLawrence_Lib.jpg
Cowichan—Malahat—Langford,Colombie-Britannique,NPD,2015-10-19 00:00:00,2019-10-20 23:59:59,Alistair MacGregor,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacGregorAllistair_NDP.jpg
Oxford,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Dave MacKenzie,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacKenzieDavid_CPC.jpg
Gatineau,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Steven MacKinnon,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GuilbeaultSteven_Lib.jpg
Brandon—Souris,Manitoba,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Larry Maguire,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MaguireLarry_CPC.jpg
Etobicoke—Lakeshore,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,James Maloney,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MaloneyJames_Lib.jpg
Nanaimo—Ladysmith,Colombie-Britannique,PV,2019-05-06 00:00:00,2019-10-20 23:59:59,Paul Manly,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LefebvrePaul_Lib.jpg
Mirabel,Québec,BQ,2015-10-19 00:00:00,2019-10-20 23:59:59,Simon Marcil,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SavardTremblaySimonPierre_BQ.jpg
Chicoutimi—Le Fjord,Québec,PCC,2018-06-18 00:00:00,2019-10-20 23:59:59,Richard Martel,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PerkinsRick_CPC.jpg
Windsor-Ouest,Ontario,NPD,2015-10-19 00:00:00,2019-10-20 23:59:59,Brian Masse,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MasseBrian_NDP.jpg
Avignon—La Mitis—Matane—Matapédia,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Rémi Massé,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MasséRémi_Lib.jpg
Cambridge,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Bryan May,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MayBryan_Lib.jpg
Markham—Thornhill,Ontario,PLC,2015-10-19 00:00:00,2017-02-01 23:59:00,John McCallum,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/McCallumJohn_LIB.jpg
Edmonton-Ouest,Alberta,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Kelly McCauley,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McCauleyKelly_CPC.jpg
Brantford—Brant,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Phil McColeman,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/VanLoanPeter_CPC.jpg
Avalon,Provinces maritimes,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Ken McDonald,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McDonaldKen_Lib.jpg
Ottawa-Sud,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,David McGuinty,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McGuintyDavidJ._Lib.jpg
Scarborough—Guildwood,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,John McKay,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McKayJohn_Lib.jpg
Coquitlam—Port Coquitlam,Colombie-Britannique,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Ron McKinnon,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/AmbroseRona_CPC.jpg
Territoires du Nord-Ouest,Territoires,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Michael McLeod,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KramMichael_CPC.jpg
Eglinton—Lawrence,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Marco Mendicino,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MendicinoMarco_Lib.jpg
Bruce—Grey—Owen Sound,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Larry Miller,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MillerLarry_CPC.jpg
Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Marc Miller,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GarneauMarc_Lib.jpg
Toronto-Centre,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Bill Morneau,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MorneauBill_Lib.jpg
Egmont,Provinces maritimes,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Robert Morrissey,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KitchenRobert_CPC.jpg
Medicine Hat—Cardston—Warner,Alberta,PCC,2016-10-24 00:00:00,2019-10-20 23:59:59,Glen Motz,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MotzGlen_CPC.jpg
Outremont,Québec,NPD,2015-10-19 00:00:00,2018-08-03 23:59:59,Thomas Mulcair,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SheehanTerry_Lib.jpg
Longueuil—Saint-Hubert,Québec,Ind.,2015-10-19 00:00:00,2019-10-20 23:59:59,Pierre Nantel,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BretonPierre_Lib.jpg
Perth—Wellington,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,John Nater,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NaterJohn_CPC.jpg
Kenora,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Robert Nault,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OliphantRobert_Lib.jpg
Niagara Falls,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Rob Nicholson,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/AubinRobert_NDP.jpg
Barrie—Springwater—Oro-Medonte,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Alexander Nuttall,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/NuttallAlex_CPC.jpg
Calgary Forest Lawn,Alberta,PCC,2015-10-19 00:00:00,2019-08-02 23:59:59,Deepak Obhrai,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/ObhraiDeepak_CPC.jpg
Don Valley-Ouest,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Robert Oliphant,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/SopuckRobert_CPC.jpg
Oakville,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,John Oliver,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/OliverJohn_Lib.jpg
St. John's-Sud—Mount Pearl,Provinces maritimes,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Seamus O'Regan,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CaseySean_Lib.jpg
Durham,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Erin O'Toole,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OTooleErin_CPC.jpg
Winnipeg-Centre,Manitoba,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Robert-Falcon Ouellette,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/CuznerRodger_Lib.jpg
Brome—Missisquoi,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Denis Paradis,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/ParadisDenis_Lib.jpg
Charlesbourg—Haute-Saint-Charles,Québec,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Pierre Paul-Hus,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/NantelPierre_NDP.jpg
Steveston—Richmond-Est,Colombie-Britannique,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Joe Peschisolido,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/PeschisolidoJoe_Lib.jpg
Newmarket—Aurora,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Kyle Peterson,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/PetersonKyle_Lib.jpg
Montarville,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Michel Picard,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McLeodMichaelV_Lib.jpg
Bécancour—Nicolet—Saurel,Québec,BQ,2015-10-19 00:00:00,2019-10-20 23:59:59,Louis Plamondon,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PlamondonLouis_BQ.jpg
Carleton,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Pierre Poilievre,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PaulHusPierre_CPC.jpg
La Prairie,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Jean-Claude Poissant,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/PoissantJeanClaude_Lib.jpg
Victoria,Colombie-Britannique,NPD,2015-10-19 00:00:00,2019-08-31 23:59:59,Murray Rankin,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/QaqqaqMumilaaq_NDP.jpg
Richmond—Arthabaska,Québec,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Alain Rayes,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RayesAlain_CPC.jpg
Halifax-Ouest,Provinces maritimes,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Geoff Regan,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ReganGeoff_Lib.jpg
Lanark—Frontenac—Kingston,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Scott Reid,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SimmsScott_Lib.jpg
Banff—Airdrie,Alberta,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Blake Richards,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RichardsBlake_CPC.jpg
Saint-Jean,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Jean Rioux,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/RiouxJean_Lib.jpg
Battlefords—Lloydminster,Saskatchewan,PCC,2015-10-19 00:00:00,2017-10-02 23:59:59,Gerry Ritz,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/RitzGerry_CPC.jpg
Marc-Aurèle-Fortin,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Yves Robillard,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RobillardYves_Lib.jpg
Honoré-Mercier,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Pablo Rodriguez,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AlghabraOmar_Lib.jpg
Bonavista—Burin—Trinity,Provinces maritimes,PLC,2017-12-11 00:00:00,2019-10-20 23:59:59,Churence Rogers,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RogersChurence_Lib.jpg
Nipissing—Timiskaming,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Anthony Rota,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RotaAnthony_Lib.jpg
Pitt Meadows—Maple Ridge,Colombie-Britannique,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Dan Ruimy,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/RuimyDan_Lib.jpg
Thunder Bay—Rainy River,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Don Rusnak,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/RusnakDon_Lib.jpg
Abitibi—Baie-James—Nunavik—Eeyou,Québec,NPD,2015-10-19 00:00:00,2019-10-20 23:59:59,Romeo Saganash,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LiepertRon_CPC.jpg
Kitchener-Centre,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Raj Saini,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SainiRaj_Lib.jpg
Vancouver-Sud,Colombie-Britannique,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Harjit S. Sajjan,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SajjanHarjit_Lib.jpg
Sackville—Preston—Chezzetcook,Provinces maritimes,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Darrell Samson,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SamsonDarrell_Lib.jpg
Brampton-Centre,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Ramesh Sangha,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SanghaRamesh_Lib.jpg
Surrey-Centre,Colombie-Britannique,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Randeep Sarai,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SaraiRandeep_Lib.jpg
Markham—Unionville,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Bob Saroya,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SaroyaBob_CPC.jpg
Lac-Saint-Louis,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Francis Scarpaleggia,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ScarpaleggiaFrancis_Lib.jpg
Regina—Qu'Appelle,Saskatchewan,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Andrew Scheer,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ScheerAndrew_CPC.jpg
Vaudreuil—Soulanges,Québec,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Peter Schiefke,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/KentPeter_CPC.jpg
Haliburton—Kawartha Lakes—Brock,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Jamie Schmale,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SchmaleJamie_CPC.jpg
Nickel Belt,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Marc Serré,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MillerMarc_Lib.jpg
Sault Ste. Marie,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Terry Sheehan,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuguidTerry_Lib.jpg
Bow River,Alberta,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Martin Shields,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChampouxMartin_BQ.jpg
Lambton—Kent—Middlesex,Ontario,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Bev Shipley,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/ShipleyBev_CPC.jpg
Mission—Matsqui—Fraser Canyon,Colombie-Britannique,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Jati Sidhu,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/SidhuJati_Lib.jpg
Mississauga—Streetsville,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Gagan Sikand,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SikandGagan_Lib.jpg
Coast of Bays—Central—Notre Dame,Provinces maritimes,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Scott Simms,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OReganSeamus_Lib.jpg
Burnaby-Sud,Colombie-Britannique,NPD,2019-02-25 00:00:00,2019-10-20 23:59:59,Jagmeet Singh,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SinghJagmeet_NDP.jpg
Edmonton Mill Woods,Alberta,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Amarjeet Sohi,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/SohiAmarjeet_Lib.jpg
Dauphin—Swan River—Neepawa,Manitoba,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Robert Sopuck,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/OuelletteRobertFalcon_Lib.jpg
Vaughan—Woodbridge,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Francesco Sorbara,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SorbaraFrancesco_Lib.jpg
Battle River—Crowfoot,Alberta,PCC,2015-10-19 00:00:00,2019-10-20 23:59:59,Kevin Sorenson,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/SorensonKevin_CPC.jpg
Mississauga—Lakeshore,Ontario,PLC,2015-10-19 00:00:00,2019-10-20 23:59:59,Sven Spengemann,H,42,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DhaliwalSukh_Lib.jpg
